county_lhj,year,population
Inyo,1950,11700
Inyo,1951,11800
Inyo,1952,11600
Inyo,1953,11300
Inyo,1954,11400
Inyo,1955,11700
Inyo,1956,12000
Inyo,1957,11700
Inyo,1958,11300
Inyo,1959,11400
Inyo,1960,11700
Inyo,1961,12100
Inyo,1962,12200
Inyo,1963,12900
Inyo,1964,13500
Inyo,1965,14000
Inyo,1966,14500
Inyo,1967,14900
Inyo,1968,15200
Inyo,1969,15500
Inyo,1970,15600
Inyo,1971,16200
Inyo,1972,16700
Inyo,1973,17000
Inyo,1974,17000
Inyo,1975,17600
Inyo,1976,17800
Inyo,1977,17900
Inyo,1978,17900
Inyo,1979,18100
Inyo,1980,17900
Inyo,1981,17900
Inyo,1982,18400
Inyo,1983,18400
Inyo,1984,18100
Inyo,1985,18000
Inyo,1986,17800
Inyo,1987,17700
Inyo,1988,17900
Inyo,1989,18000
Inyo,1990,18198
Inyo,1991,18298
Inyo,1992,18284
Inyo,1993,18337
Inyo,1994,18483
Inyo,1995,18371
Inyo,1996,18401
Inyo,1997,18466
Inyo,1998,18404
Inyo,1999,18162
Inyo,2000,18116
Inyo,2001,18207
Inyo,2002,18415
Inyo,2003,18507
Inyo,2004,18559
Inyo,2005,18463
Inyo,2006,18421
Inyo,2007,18447
Inyo,2008,18383
Inyo,2009,18448
Inyo,2010,18560
Inyo,2011,18624
Inyo,2012,18702
Inyo,2013,18761
Inyo,2014,18873
Inyo,2015,18911
Inyo,2016,18956
Inyo,2017,18945
Inyo,2018,18953
Inyo,2019,18947
Inyo,2020,18954
Inyo,2021,18874
Inyo,2022,18847
Inyo,2023,18731
Kern,1947,204400
Kern,1948,215200
Kern,1949,222700
Kern,1950,229600
Kern,1951,231600
Kern,1952,243400
Kern,1953,249100
Kern,1954,252800
Kern,1955,259400
Kern,1956,267000
Kern,1957,275600
Kern,1958,282800
Kern,1959,288600
Kern,1960,294900
Kern,1961,300800
Kern,1962,304500
Kern,1963,310700
Kern,1964,315600
Kern,1965,320700
Kern,1966,322800
Kern,1967,325300
Kern,1968,325300
Kern,1969,326100
Kern,1970,331100
Kern,1971,338600
Kern,1972,343400
Kern,1973,346400
Kern,1974,349800
Kern,1975,361800
Kern,1976,363900
Kern,1977,373600
Kern,1978,383600
Kern,1979,393400
Kern,1980,406100
Kern,1981,419000
Kern,1982,433600
Kern,1983,446900
Kern,1984,459200
Kern,1985,473800
Kern,1986,485900
Kern,1987,497900
Kern,1988,511200
Kern,1989,525100
Kern,1990,547992
Kern,1991,571684
Kern,1992,590452
Kern,1993,601624
Kern,1994,612169
Kern,1995,618968
Kern,1996,625818
Kern,1997,635822
Kern,1998,640659
Kern,1999,653400
Kern,2000,664373
Kern,2001,679674
Kern,2002,696504
Kern,2003,717797
Kern,2004,740022
Kern,2005,761972
Kern,2006,786220
Kern,2007,805798
Kern,2008,819891
Kern,2009,831134
Kern,2010,841932
Kern,2011,850117
Kern,2012,858439
Kern,2013,867036
Kern,2014,872913
Kern,2015,878081
Kern,2016,880702
Kern,2017,888203
Kern,2018,895655
Kern,2019,903150
Kern,2020,905783
Kern,2021,908418
Kern,2022,908708
Kern,2023,903372
Kings,1947,44300
Kings,1948,44800
Kings,1949,46000
Kings,1950,46600
Kings,1951,46500
Kings,1952,47900
Kings,1953,47200
Kings,1954,46900
Kings,1955,47000
Kings,1956,47000
Kings,1957,47600
Kings,1958,48600
Kings,1959,49300
Kings,1960,50500
Kings,1961,52700
Kings,1962,56800
Kings,1963,61000
Kings,1964,62400
Kings,1965,63100
Kings,1966,64500
Kings,1967,65500
Kings,1968,66200
Kings,1969,66500
Kings,1970,66700
Kings,1971,67400
Kings,1972,67700
Kings,1973,68900
Kings,1974,68100
Kings,1975,69400
Kings,1976,70700
Kings,1977,72100
Kings,1978,73100
Kings,1979,73300
Kings,1980,74200
Kings,1981,75800
Kings,1982,77800
Kings,1983,80300
Kings,1984,81900
Kings,1985,83900
Kings,1986,84500
Kings,1987,86200
Kings,1988,92800
Kings,1989,98300
Kings,1990,101866
Kings,1991,105828
Kings,1992,108709
Kings,1993,111462
Kings,1994,113789
Kings,1995,115865
Kings,1996,116194
Kings,1997,117923
Kings,1998,123424
Kings,1999,127440
Kings,2000,129764
Kings,2001,132441
Kings,2002,134664
Kings,2003,138772
Kings,2004,142617
Kings,2005,144601
Kings,2006,147496
Kings,2007,150378
Kings,2008,151834
Kings,2009,151794
Kings,2010,152355
Kings,2011,151488
Kings,2012,149766
Kings,2013,149667
Kings,2014,148494
Kings,2015,148525
Kings,2016,147615
Kings,2017,148933
Kings,2018,151040
Kings,2019,151691
Kings,2020,152531
Kings,2021,151751
Kings,2022,151954
Kings,2023,152405
Lake,1947,11900
Lake,1948,12100
Lake,1949,11400
Lake,1950,11500
Lake,1951,11500
Lake,1952,11800
Lake,1953,11900
Lake,1954,11800
Lake,1955,12200
Lake,1956,12300
Lake,1957,12600
Lake,1958,13200
Lake,1959,13600
Lake,1960,13900
Lake,1961,14200
Lake,1962,14900
Lake,1963,15700
Lake,1964,16400
Lake,1965,16700
Lake,1966,17500
Lake,1967,18000
Lake,1968,18100
Lake,1969,18700
Lake,1970,19800
Lake,1971,21100
Lake,1972,22500
Lake,1973,23700
Lake,1974,24900
Lake,1975,26100
Lake,1976,28100
Lake,1977,29900
Lake,1978,32400
Lake,1979,34700
Lake,1980,36800
Lake,1981,38600
Lake,1982,39900
Lake,1983,41700
Lake,1984,43800
Lake,1985,45600
Lake,1986,46300
Lake,1987,47300
Lake,1988,48200
Lake,1989,49200
Lake,1990,50962
Lake,1991,53052
Lake,1992,54459
Lake,1993,55481
Lake,1994,56072
Lake,1995,56630
Lake,1996,56644
Lake,1997,57026
Lake,1998,56947
Lake,1999,57601
Lake,2000,58479
Lake,2001,60046
Lake,2002,61005
Lake,2003,61981
Lake,2004,62633
Lake,2005,63107
Lake,2006,63792
Lake,2007,63986
Lake,2008,64370
Lake,2009,64396
Lake,2010,65981
Lake,2011,66259
Lake,2012,67017
Lake,2013,67300
Lake,2014,67677
Lake,2015,66931
Lake,2016,66945
Lake,2017,67963
Lake,2018,68358
Lake,2019,68114
Lake,2020,67864
Lake,2021,67714
Lake,2022,67206
Lake,2023,66446
Lassen,1947,18900
Lassen,1948,18800
Lassen,1949,18300
Lassen,1950,18300
Lassen,1951,18000
Lassen,1952,17900
Lassen,1953,17700
Lassen,1954,17300
Lassen,1955,16200
Lassen,1956,14800
Lassen,1957,14100
Lassen,1958,13800
Lassen,1959,13900
Lassen,1960,13600
Lassen,1961,14300
Lassen,1962,14700
Lassen,1963,15400
Lassen,1964,15700
Lassen,1965,16000
Lassen,1966,16300
Lassen,1967,16500
Lassen,1968,16600
Lassen,1969,16600
Lassen,1970,16900
Lassen,1971,16800
Lassen,1972,17500
Lassen,1973,17600
Lassen,1974,18300
Lassen,1975,18800
Lassen,1976,18600
Lassen,1977,19300
Lassen,1978,19900
Lassen,1979,21200
Lassen,1980,21800
Lassen,1981,22600
Lassen,1982,23500
Lassen,1983,23700
Lassen,1984,24100
Lassen,1985,24300
Lassen,1986,24900
Lassen,1987,26500
Lassen,1988,27200
Lassen,1989,26900
Lassen,1990,27693
Lassen,1991,28217
Lassen,1992,28418
Lassen,1993,28743
Lassen,1994,28694
Lassen,1995,28891
Lassen,1996,32298
Lassen,1997,34029
Lassen,1998,33514
Lassen,1999,33654
Lassen,2000,33871
Lassen,2001,33650
Lassen,2002,33603
Lassen,2003,34053
Lassen,2004,34574
Lassen,2005,34528
Lassen,2006,35011
Lassen,2007,35749
Lassen,2008,35120
Lassen,2009,34773
Lassen,2010,34878
Lassen,2011,34813
Lassen,2012,33533
Lassen,2013,33040
Lassen,2014,32725
Lassen,2015,31697
Lassen,2016,32309
Lassen,2017,32655
Lassen,2018,32936
Lassen,2019,32857
Lassen,2020,31926
Lassen,2021,31054
Lassen,2022,29544
Lassen,2023,28232
Long Beach,1971,361162.02853510383
Long Beach,1972,360038.17447883583
Long Beach,1973,360362.7884642544
Long Beach,1974,356375.49640895653
Long Beach,1975,355483.3752726052
Long Beach,1976,359305.3898685432
Long Beach,1977,360177.138443715
Long Beach,1978,363341.81115950365
Long Beach,1979,363365.3891581477
Long Beach,1980,363338.7733985514
Long Beach,1981,366515.02998054243
Long Beach,1982,375291.8867605561
Long Beach,1983,382016.71488103585
Long Beach,1984,385849.11709455226
Long Beach,1985,394768.9028444773
Long Beach,1986,403492.4548339991
Long Beach,1987,413748.69738056365
Long Beach,1988,422143.4661572688
Long Beach,1989,428957.4475661023
Long Beach,1990,428543.6788225304
Long Beach,1991,439211.7035406093
Long Beach,1992,444087.8862932822
Long Beach,1993,440009.6045099078
Long Beach,1994,438677.88522485096
Long Beach,1995,436432.976283121
Long Beach,1996,437606.0414714611
Long Beach,1997,441798.3187018417
Long Beach,1998,446895.12538634805
Long Beach,1999,454501.2589701732
Long Beach,2000,462532.6659099391
Long Beach,2001,465899.36139792367
Long Beach,2002,467875.46372369985
Long Beach,2003,471355.012116126
Long Beach,2004,472762.10291442473
Long Beach,2005,470464.6569808967
Long Beach,2006,467047.62712972827
Long Beach,2007,464688.28201085224
Long Beach,2008,463786.7474789673
Long Beach,2009,462406.09725310316
Long Beach,2010,463650.8701252
Long Beach,2011,465786.1785640624
Long Beach,2012,469805.9566370537
Long Beach,2013,470713.71864028537
Long Beach,2014,472079.1533335543
Long Beach,2015,472276.9786954804
Long Beach,2016,472077.2717078937
Long Beach,2017,471429.31436313456
Long Beach,2018,469979.9085911701
Long Beach,2019,468250.33312739304
Long Beach,2020,466427.4930059491
Long Beach,2021,458806.9310235122
Long Beach,2022,460545.54323944997
Long Beach,2023,461249.73965071957
Los Angeles,1947,3854100
Los Angeles,1948,3954000
Los Angeles,1949,4061300
Los Angeles,1950,4168400
Los Angeles,1951,4300900
Los Angeles,1952,4511100
Los Angeles,1953,4745300
Los Angeles,1954,4984800
Los Angeles,1955,5178200
Los Angeles,1956,5393500
Los Angeles,1957,5613200
Los Angeles,1958,5787300
Los Angeles,1959,5927800
Los Angeles,1960,6071900
Los Angeles,1961,6255200
Los Angeles,1962,6418700
Los Angeles,1963,6582600
Los Angeles,1964,6715000
Los Angeles,1965,6814600
Los Angeles,1966,6865100
Los Angeles,1967,6918700
Los Angeles,1968,6952800
Los Angeles,1969,6994700
Los Angeles,1970,7055800
Los Angeles,1971,7092000
Los Angeles,1972,7072100
Los Angeles,1973,7083800
Los Angeles,1974,7124500
Los Angeles,1975,7191300
Los Angeles,1976,7243400
Los Angeles,1977,7258200
Los Angeles,1978,7338600
Los Angeles,1979,7389600
Los Angeles,1980,7500300
Los Angeles,1981,7607100
Los Angeles,1982,7766300
Los Angeles,1983,7921900
Los Angeles,1984,8044400
Los Angeles,1985,8190900
Los Angeles,1986,8373100
Los Angeles,1987,8527400
Los Angeles,1988,8639400
Los Angeles,1989,8768700
Los Angeles,1990,8860281
Los Angeles,1991,8955322
Los Angeles,1992,9060246
Los Angeles,1993,9083691
Los Angeles,1994,9106489
Los Angeles,1995,9101122
Los Angeles,1996,9108050
Los Angeles,1997,9185584
Los Angeles,1998,9265811
Los Angeles,1999,9394293
Los Angeles,2000,9543983
Los Angeles,2001,9635795
Los Angeles,2002,9722444
Los Angeles,2003,9791022
Los Angeles,2004,9822508
Los Angeles,2005,9809557
Los Angeles,2006,9787327
Los Angeles,2007,9773894
Los Angeles,2008,9796812
Los Angeles,2009,9805233
Los Angeles,2010,9842625
Los Angeles,2011,9893861
Los Angeles,2012,9970512
Los Angeles,2013,10012612
Los Angeles,2014,10052498
Los Angeles,2015,10083826
Los Angeles,2016,10099858
Los Angeles,2017,10114636
Los Angeles,2018,10100671
Los Angeles,2019,10063851
Los Angeles,2020,10014848
Los Angeles,2021,9908772
Los Angeles,2022,9840925
Los Angeles,2023,9825708
Los Angeles HD,1971,6618231.558129679
Los Angeles HD,1972,6601265.492371314
Los Angeles HD,1973,6613887.724204164
Los Angeles HD,1974,6660068.081960287
Los Angeles HD,1975,6726939.787787284
Los Angeles HD,1976,6775630.737903616
Los Angeles HD,1977,6789008.71376162
Los Angeles HD,1978,6865200.295833676
Los Angeles HD,1979,6913272.317028469
Los Angeles HD,1980,7018838.329951489
Los Angeles HD,1981,7120662.057737363
Los Angeles HD,1982,7268603.977945097
Los Angeles HD,1983,7415101.926875581
Los Angeles HD,1984,7532117.29492799
Los Angeles HD,1985,7667634.525304765
Los Angeles HD,1986,7840465.707630851
Los Angeles HD,1987,7983705.357185111
Los Angeles HD,1988,8086940.493634468
Los Angeles HD,1989,8208809.309457628
Los Angeles HD,1990,8300124.655771299
Los Angeles HD,1991,8384576.190737393
Los Angeles HD,1992,8484158.924480787
Los Angeles HD,1993,8511720.867906416
Los Angeles HD,1994,8536674.930562276
Los Angeles HD,1995,8533734.938205797
Los Angeles HD,1996,8539760.164794762
Los Angeles HD,1997,8612362.368008662
Los Angeles HD,1998,8686916.067146277
Los Angeles HD,1999,8806585.524228334
Los Angeles HD,2000,8946968.6679366
Los Angeles HD,2001,9035137.30607461
Los Angeles HD,2002,9118218.238510739
Los Angeles HD,2003,9181770.612129
Los Angeles HD,2004,9211972.591972383
Los Angeles HD,2005,9201683.73732021
Los Angeles HD,2006,9184025.434847334
Los Angeles HD,2007,9173877.44847849
Los Angeles HD,2008,9197563.48054555
Los Angeles HD,2009,9206267.285846297
Los Angeles HD,2010,9241776.321580645
Los Angeles HD,2011,9288721.662622875
Los Angeles HD,2012,9360606.607384957
Los Angeles HD,2013,9401224.458390174
Los Angeles HD,2014,9439459.65250301
Los Angeles HD,2015,9470669.462661188
Los Angeles HD,2016,9486404.013744306
Los Angeles HD,2017,9500203.248074042
Los Angeles HD,2018,9487399.131853886
Los Angeles HD,2019,9451802.35311669
Los Angeles HD,2020,9405087.911087379
Los Angeles HD,2021,9311356.033326859
Los Angeles HD,2022,9242475.46324405
Los Angeles HD,2023,9226565.100843031
Madera,1947,35200
Madera,1948,36000
Madera,1949,36500
Madera,1950,36800
Madera,1951,36800
Madera,1952,37400
Madera,1953,37800
Madera,1954,38000
Madera,1955,38100
Madera,1956,38200
Madera,1957,39000
Madera,1958,40300
Madera,1959,40800
Madera,1960,40700
Madera,1961,40800
Madera,1962,40800
Madera,1963,40700
Madera,1964,41000
Madera,1965,41300
Madera,1966,41000
Madera,1967,41500
Madera,1968,41100
Madera,1969,41200
Madera,1970,41700
Madera,1971,43200
Madera,1972,44400
Madera,1973,45300
Madera,1974,47400
Madera,1975,48700
Madera,1976,50000
Madera,1977,53300
Madera,1978,56300
Madera,1979,60300
Madera,1980,63900
Madera,1981,67100
Madera,1982,68900
Madera,1983,71000
Madera,1984,72800
Madera,1985,74800
Madera,1986,76000
Madera,1987,78600
Madera,1988,81300
Madera,1989,83000
Madera,1990,88506
Madera,1991,95256
Madera,1992,99797
Madera,1993,104833
Madera,1994,107697
Madera,1995,109941
Madera,1996,113395
Madera,1997,117320
Madera,1998,118947
Madera,1999,121669
Madera,2000,124265
Madera,2001,126456
Madera,2002,128484
Madera,2003,132814
Madera,2004,136488
Madera,2005,139868
Madera,2006,143528
Madera,2007,146806
Madera,2008,149114
Madera,2009,150151
Madera,2010,150123
Madera,2011,151338
Madera,2012,150285
Madera,2013,151234
Madera,2014,152611
Madera,2015,152897
Madera,2016,153136
Madera,2017,154238
Madera,2018,155476
Madera,2019,155291
Madera,2020,156422
Madera,2021,157008
Madera,2022,157287
Madera,2023,158457
Marin,1947,79700
Marin,1948,78100
Marin,1949,82600
Marin,1950,87700
Marin,1951,92500
Marin,1952,95200
Marin,1953,99700
Marin,1954,105400
Marin,1955,111100
Marin,1956,118500
Marin,1957,126900
Marin,1958,134300
Marin,1959,141700
Marin,1960,148800
Marin,1961,154300
Marin,1962,162100
Marin,1963,170900
Marin,1964,177400
Marin,1965,184000
Marin,1966,191600
Marin,1967,198500
Marin,1968,202900
Marin,1969,207600
Marin,1970,207000
Marin,1971,211000
Marin,1972,212400
Marin,1973,215200
Marin,1974,214200
Marin,1975,219500
Marin,1976,221300
Marin,1977,223900
Marin,1978,223900
Marin,1979,222900
Marin,1980,222700
Marin,1981,223400
Marin,1982,222600
Marin,1983,222600
Marin,1984,221200
Marin,1985,220200
Marin,1986,221400
Marin,1987,221800
Marin,1988,223000
Marin,1989,227000
Marin,1990,229887
Marin,1991,233078
Marin,1992,235668
Marin,1993,237006
Marin,1994,237695
Marin,1995,238409
Marin,1996,237880
Marin,1997,241350
Marin,1998,242589
Marin,1999,244931
Marin,2000,247424
Marin,2001,247731
Marin,2002,247382
Marin,2003,247280
Marin,2004,246684
Marin,2005,246686
Marin,2006,247247
Marin,2007,248802
Marin,2008,250288
Marin,2009,251230
Marin,2010,252750
Marin,2011,255411
Marin,2012,257455
Marin,2013,260645
Marin,2014,263335
Marin,2015,263964
Marin,2016,265181
Marin,2017,264753
Marin,2018,264944
Marin,2019,263917
Marin,2020,262161
Marin,2021,258719
Marin,2022,255851
Marin,2023,254744
Mariposa,1947,5000
Mariposa,1948,5200
Mariposa,1949,5200
Mariposa,1950,5100
Mariposa,1951,4900
Mariposa,1952,4700
Mariposa,1953,4700
Mariposa,1954,4900
Mariposa,1955,4800
Mariposa,1956,4700
Mariposa,1957,4900
Mariposa,1958,4900
Mariposa,1959,5100
Mariposa,1960,5100
Mariposa,1961,5300
Mariposa,1962,5100
Mariposa,1963,5300
Mariposa,1964,5500
Mariposa,1965,5700
Mariposa,1966,5700
Mariposa,1967,5900
Mariposa,1968,5800
Mariposa,1969,5900
Mariposa,1970,6100
Mariposa,1971,6500
Mariposa,1972,7000
Mariposa,1973,7500
Mariposa,1974,8000
Mariposa,1975,8400
Mariposa,1976,8800
Mariposa,1977,9300
Mariposa,1978,9800
Mariposa,1979,10600
Mariposa,1980,11200
Mariposa,1981,11500
Mariposa,1982,11700
Mariposa,1983,11900
Mariposa,1984,12200
Mariposa,1985,12500
Mariposa,1986,12700
Mariposa,1987,12900
Mariposa,1988,13300
Mariposa,1989,13600
Mariposa,1990,14422
Mariposa,1991,15026
Mariposa,1992,15620
Mariposa,1993,16061
Mariposa,1994,16318
Mariposa,1995,16450
Mariposa,1996,16574
Mariposa,1997,16719
Mariposa,1998,16879
Mariposa,1999,16945
Mariposa,2000,17056
Mariposa,2001,17269
Mariposa,2002,17461
Mariposa,2003,17764
Mariposa,2004,17872
Mariposa,2005,18057
Mariposa,2006,18244
Mariposa,2007,18376
Mariposa,2008,18385
Mariposa,2009,18281
Mariposa,2010,18228
Mariposa,2011,18157
Mariposa,2012,18072
Mariposa,2013,17937
Mariposa,2014,17848
Mariposa,2015,17732
Mariposa,2016,17644
Mariposa,2017,17502
Mariposa,2018,17345
Mariposa,2019,17213
Mariposa,2020,17102
Mariposa,2021,17015
Mariposa,2022,16943
Mariposa,2023,16860
Mendocino,1947,34800
Mendocino,1948,37600
Mendocino,1949,39400
Mendocino,1950,41300
Mendocino,1951,43400
Mendocino,1952,44700
Mendocino,1953,46200
Mendocino,1954,47500
Mendocino,1955,49600
Mendocino,1956,50800
Mendocino,1957,50500
Mendocino,1958,49800
Mendocino,1959,50500
Mendocino,1960,51000
Mendocino,1961,50200
Mendocino,1962,49600
Mendocino,1963,49700
Mendocino,1964,49400
Mendocino,1965,47100
Mendocino,1966,49600
Mendocino,1967,49500
Mendocino,1968,49900
Mendocino,1969,50100
Mendocino,1970,51300
Mendocino,1971,52400
Mendocino,1972,53300
Mendocino,1973,55700
Mendocino,1974,57300
Mendocino,1975,58000
Mendocino,1976,59300
Mendocino,1977,61300
Mendocino,1978,63200
Mendocino,1979,65200
Mendocino,1980,67000
Mendocino,1981,68500
Mendocino,1982,69800
Mendocino,1983,70800
Mendocino,1984,71800
Mendocino,1985,73400
Mendocino,1986,74500
Mendocino,1987,75600
Mendocino,1988,76800
Mendocino,1989,78500
Mendocino,1990,80574
Mendocino,1991,81847
Mendocino,1992,82372
Mendocino,1993,83009
Mendocino,1994,83354
Mendocino,1995,83753
Mendocino,1996,84291
Mendocino,1997,85322
Mendocino,1998,85223
Mendocino,1999,85800
Mendocino,2000,86506
Mendocino,2001,87140
Mendocino,2002,87507
Mendocino,2003,88017
Mendocino,2004,88239
Mendocino,2005,88016
Mendocino,2006,87584
Mendocino,2007,87646
Mendocino,2008,87782
Mendocino,2009,87569
Mendocino,2010,87856
Mendocino,2011,87826
Mendocino,2012,88936
Mendocino,2013,89346
Mendocino,2014,90108
Mendocino,2015,90198
Mendocino,2016,91021
Mendocino,2017,91609
Mendocino,2018,91726
Mendocino,2019,91727
Mendocino,2020,91319
Mendocino,2021,90854
Mendocino,2022,89960
Mendocino,2023,89316
Merced,1947,60700
Merced,1948,62300
Merced,1949,65500
Merced,1950,70800
Merced,1951,72100
Merced,1952,74300
Merced,1953,75000
Merced,1954,76600
Merced,1955,78900
Merced,1956,81100
Merced,1957,83900
Merced,1958,87100
Merced,1959,89300
Merced,1960,90900
Merced,1961,93200
Merced,1962,95500
Merced,1963,97700
Merced,1964,100500
Merced,1965,102500
Merced,1966,103200
Merced,1967,103000
Merced,1968,102800
Merced,1969,102900
Merced,1970,105000
Merced,1971,108500
Merced,1972,110500
Merced,1973,113200
Merced,1974,117200
Merced,1975,118900
Merced,1976,122200
Merced,1977,125500
Merced,1978,128700
Merced,1979,131600
Merced,1980,135500
Merced,1981,139800
Merced,1982,143000
Merced,1983,148000
Merced,1984,152100
Merced,1985,157000
Merced,1986,159500
Merced,1987,162900
Merced,1988,167800
Merced,1989,172000
Merced,1990,179400
Merced,1991,186239
Merced,1992,190322
Merced,1993,194769
Merced,1994,198458
Merced,1995,199020
Merced,1996,198115
Merced,1997,202021
Merced,1998,204325
Merced,1999,207457
Merced,2000,211109
Merced,2001,217319
Merced,2002,222733
Merced,2003,229182
Merced,2004,235549
Merced,2005,240600
Merced,2006,245555
Merced,2007,249538
Merced,2008,251932
Merced,2009,254123
Merced,2010,256705
Merced,2011,259700
Merced,2012,262303
Merced,2013,263324
Merced,2014,265556
Merced,2015,267099
Merced,2016,268701
Merced,2017,272610
Merced,2018,274871
Merced,2019,278157
Merced,2020,281128
Merced,2021,281695
Merced,2022,285140
Merced,2023,285600
Modoc,1947,9100
Modoc,1948,9600
Modoc,1949,9400
Modoc,1950,9600
Modoc,1951,9500
Modoc,1952,9400
Modoc,1953,9400
Modoc,1954,9300
Modoc,1955,9100
Modoc,1956,9000
Modoc,1957,8800
Modoc,1958,8700
Modoc,1959,8400
Modoc,1960,8300
Modoc,1961,8100
Modoc,1962,8000
Modoc,1963,8000
Modoc,1964,8100
Modoc,1965,8000
Modoc,1966,7800
Modoc,1967,7800
Modoc,1968,7600
Modoc,1969,7500
Modoc,1970,7500
Modoc,1971,7700
Modoc,1972,7800
Modoc,1973,7800
Modoc,1974,8000
Modoc,1975,7900
Modoc,1976,7900
Modoc,1977,8200
Modoc,1978,8200
Modoc,1979,8400
Modoc,1980,8700
Modoc,1981,9000
Modoc,1982,9200
Modoc,1983,9400
Modoc,1984,9500
Modoc,1985,9400
Modoc,1986,9200
Modoc,1987,9200
Modoc,1988,9200
Modoc,1989,9400
Modoc,1990,9685
Modoc,1991,9773
Modoc,1992,9941
Modoc,1993,9976
Modoc,1994,10045
Modoc,1995,9983
Modoc,1996,9925
Modoc,1997,10030
Modoc,1998,9640
Modoc,1999,9437
Modoc,2000,9510
Modoc,2001,9434
Modoc,2002,9400
Modoc,2003,9511
Modoc,2004,9602
Modoc,2005,9588
Modoc,2006,9639
Modoc,2007,9590
Modoc,2008,9623
Modoc,2009,9632
Modoc,2010,9713
Modoc,2011,9479
Modoc,2012,9341
Modoc,2013,9049
Modoc,2014,8959
Modoc,2015,8952
Modoc,2016,8795
Modoc,2017,8691
Modoc,2018,8755
Modoc,2019,8709
Modoc,2020,8686
Modoc,2021,8542
Modoc,2022,8517
Modoc,2023,8446
Mono,1947,1700
Mono,1948,2100
Mono,1949,2000
Mono,1950,2100
Mono,1951,2200
Mono,1952,2100
Mono,1953,1900
Mono,1954,1800
Mono,1955,2000
Mono,1956,2000
Mono,1957,2000
Mono,1958,1900
Mono,1959,2400
Mono,1960,2500
Mono,1961,2600
Mono,1962,2700
Mono,1963,3000
Mono,1964,3100
Mono,1965,3300
Mono,1966,3500
Mono,1967,3600
Mono,1968,3600
Mono,1969,4000
Mono,1970,4100
Mono,1971,4800
Mono,1972,5700
Mono,1973,6500
Mono,1974,7000
Mono,1975,7200
Mono,1976,7200
Mono,1977,7400
Mono,1978,7600
Mono,1979,8200
Mono,1980,8700
Mono,1981,8900
Mono,1982,9300
Mono,1983,9200
Mono,1984,8800
Mono,1985,8800
Mono,1986,8800
Mono,1987,8900
Mono,1988,9100
Mono,1989,9300
Mono,1990,10078
Mono,1991,10246
Mono,1992,10498
Mono,1993,11039
Mono,1994,11432
Mono,1995,11400
Mono,1996,11696
Mono,1997,11875
Mono,1998,12107
Mono,1999,12604
Mono,2000,12855
Mono,2001,13213
Mono,2002,13383
Mono,2003,13574
Mono,2004,13726
Mono,2005,13799
Mono,2006,14151
Mono,2007,14212
Mono,2008,14073
Mono,2009,14075
Mono,2010,14011
Mono,2011,14243
Mono,2012,13982
Mono,2013,13724
Mono,2014,13717
Mono,2015,13548
Mono,2016,13389
Mono,2017,13355
Mono,2018,13222
Mono,2019,13227
Mono,2020,13368
Mono,2021,13276
Mono,2022,13185
Mono,2023,13273
Monterey,1947,117200
Monterey,1948,120600
Monterey,1949,125500
Monterey,1950,133500
Monterey,1951,171600
Monterey,1952,177400
Monterey,1953,178800
Monterey,1954,156900
Monterey,1955,161400
Monterey,1956,175900
Monterey,1957,185400
Monterey,1958,192000
Monterey,1959,190500
Monterey,1960,195300
Monterey,1961,199300
Monterey,1962,204300
Monterey,1963,210300
Monterey,1964,216900
Monterey,1965,216500
Monterey,1966,227200
Monterey,1967,227600
Monterey,1968,241000
Monterey,1969,244800
Monterey,1970,247800
Monterey,1971,252900
Monterey,1972,256300
Monterey,1973,261200
Monterey,1974,265500
Monterey,1975,270900
Monterey,1976,271400
Monterey,1977,279600
Monterey,1978,281100
Monterey,1979,286500
Monterey,1980,292100
Monterey,1981,299900
Monterey,1982,306600
Monterey,1983,314400
Monterey,1984,321700
Monterey,1985,327400
Monterey,1986,333700
Monterey,1987,338400
Monterey,1988,343000
Monterey,1989,346600
Monterey,1990,356797
Monterey,1991,365677
Monterey,1992,372322
Monterey,1993,372720
Monterey,1994,359936
Monterey,1995,360350
Monterey,1996,360749
Monterey,1997,379344
Monterey,1998,386441
Monterey,1999,394653
Monterey,2000,402854
Monterey,2001,406264
Monterey,2002,408599
Monterey,2003,411941
Monterey,2004,411121
Monterey,2005,407974
Monterey,2006,405877
Monterey,2007,407896
Monterey,2008,410877
Monterey,2009,413590
Monterey,2010,415956
Monterey,2011,420251
Monterey,2012,424445
Monterey,2013,426355
Monterey,2014,428633
Monterey,2015,433478
Monterey,2016,437116
Monterey,2017,438011
Monterey,2018,439618
Monterey,2019,440874
Monterey,2020,439762
Monterey,2021,438349
Monterey,2022,436843
Monterey,2023,436476
Napa,1947,43400
Napa,1948,44400
Napa,1949,45200
Napa,1950,46600
Napa,1951,47500
Napa,1952,48700
Napa,1953,51000
Napa,1954,53600
Napa,1955,56400
Napa,1956,58900
Napa,1957,60800
Napa,1958,62700
Napa,1959,64300
Napa,1960,66400
Napa,1961,67300
Napa,1962,68600
Napa,1963,70500
Napa,1964,71300
Napa,1965,72400
Napa,1966,73100
Napa,1967,75100
Napa,1968,76100
Napa,1969,77900
Napa,1970,79400
Napa,1971,81200
Napa,1972,83900
Napa,1973,86100
Napa,1974,88900
Napa,1975,90600
Napa,1976,92900
Napa,1977,95200
Napa,1978,97400
Napa,1979,98400
Napa,1980,99300
Napa,1981,99900
Napa,1982,101300
