county_lhj,year,population
Solano,2006,411351
Solano,2007,412636
Solano,2008,413167
Solano,2009,412488
Solano,2010,413197
Solano,2011,416924
Solano,2012,420979
Solano,2013,425587
Solano,2014,431153
Solano,2015,435902
Solano,2016,441224
Solano,2017,445721
Solano,2018,449091
Solano,2019,451701
Solano,2020,452943
Solano,2021,449539
Solano,2022,447012
Solano,2023,446745
Sonoma,1947,93500
Sonoma,1948,97300
Sonoma,1949,100000
Sonoma,1950,103900
Sonoma,1951,106300
Sonoma,1952,109500
Sonoma,1953,114300
Sonoma,1954,119300
Sonoma,1955,124700
Sonoma,1956,130900
Sonoma,1957,135600
Sonoma,1958,139300
Sonoma,1959,143900
Sonoma,1960,148800
Sonoma,1961,152800
Sonoma,1962,158200
Sonoma,1963,165300
Sonoma,1964,171200
Sonoma,1965,177100
Sonoma,1966,183500
Sonoma,1967,189100
Sonoma,1968,192900
Sonoma,1969,200300
Sonoma,1970,206500
Sonoma,1971,214300
Sonoma,1972,224200
Sonoma,1973,234700
Sonoma,1974,243700
Sonoma,1975,247100
Sonoma,1976,257000
Sonoma,1977,272000
Sonoma,1978,283900
Sonoma,1979,291900
Sonoma,1980,301400
Sonoma,1981,308700
Sonoma,1982,314300
Sonoma,1983,320800
Sonoma,1984,325600
Sonoma,1985,333600
Sonoma,1986,343500
Sonoma,1987,353800
Sonoma,1988,365500
Sonoma,1989,377200
Sonoma,1990,389479
Sonoma,1991,398670
Sonoma,1992,407011
Sonoma,1993,414576
Sonoma,1994,419012
Sonoma,1995,424348
Sonoma,1996,429669
Sonoma,1997,438615
Sonoma,1998,445444
Sonoma,1999,453470
Sonoma,2000,460477
Sonoma,2001,465423
Sonoma,2002,465998
Sonoma,2003,468257
Sonoma,2004,469933
Sonoma,2005,469524
Sonoma,2006,469967
Sonoma,2007,472987
Sonoma,2008,476650
Sonoma,2009,480598
Sonoma,2010,484014
Sonoma,2011,487533
Sonoma,2012,490398
Sonoma,2013,494852
Sonoma,2014,498151
Sonoma,2015,500553
Sonoma,2016,501989
Sonoma,2017,501111
Sonoma,2018,496869
Sonoma,2019,492668
Sonoma,2020,488765
Sonoma,2021,483300
Sonoma,2022,481297
Sonoma,2023,479826
Stanislaus,1947,122400
Stanislaus,1948,123900
Stanislaus,1949,125000
Stanislaus,1950,127300
Stanislaus,1951,128700
Stanislaus,1952,132400
Stanislaus,1953,135800
Stanislaus,1954,138600
Stanislaus,1955,141600
Stanislaus,1956,145900
Stanislaus,1957,149300
Stanislaus,1958,152600
Stanislaus,1959,155100
Stanislaus,1960,158300
Stanislaus,1961,161000
Stanislaus,1962,165200
Stanislaus,1963,169000
Stanislaus,1964,171800
Stanislaus,1965,175600
Stanislaus,1966,179200
Stanislaus,1967,183500
Stanislaus,1968,186700
Stanislaus,1969,190200
Stanislaus,1970,195800
Stanislaus,1971,201700
Stanislaus,1972,208100
Stanislaus,1973,213100
Stanislaus,1974,219600
Stanislaus,1975,224600
Stanislaus,1976,233100
Stanislaus,1977,245000
Stanislaus,1978,253700
Stanislaus,1979,260800
Stanislaus,1980,267700
Stanislaus,1981,275500
Stanislaus,1982,281100
Stanislaus,1983,289100
Stanislaus,1984,294500
Stanislaus,1985,302000
Stanislaus,1986,312600
Stanislaus,1987,325200
Stanislaus,1988,338300
Stanislaus,1989,354200
Stanislaus,1990,373650
Stanislaus,1991,388134
Stanislaus,1992,397341
Stanislaus,1993,405859
Stanislaus,1994,410698
Stanislaus,1995,415341
Stanislaus,1996,419639
Stanislaus,1997,426734
Stanislaus,1998,431370
Stanislaus,1999,440908
Stanislaus,2000,449767
Stanislaus,2001,463128
Stanislaus,2002,473580
Stanislaus,2003,483007
Stanislaus,2004,490283
Stanislaus,2005,498020
Stanislaus,2006,503548
Stanislaus,2007,508372
Stanislaus,2008,510396
Stanislaus,2009,512052
Stanislaus,2010,516536
Stanislaus,2011,519341
Stanislaus,2012,523837
Stanislaus,2013,527012
Stanislaus,2014,530332
Stanislaus,2015,535436
Stanislaus,2016,540856
Stanislaus,2017,546499
Stanislaus,2018,549544
Stanislaus,2019,551566
Stanislaus,2020,553129
Stanislaus,2021,550885
Stanislaus,2022,547905
Stanislaus,2023,545704
Sutter,1947,24900
Sutter,1948,25500
Sutter,1949,25200
Sutter,1950,26100
Sutter,1951,25900
Sutter,1952,26100
Sutter,1953,26300
Sutter,1954,27000
Sutter,1955,27700
Sutter,1956,27400
Sutter,1957,28000
Sutter,1958,28500
Sutter,1959,29100
Sutter,1960,33700
Sutter,1961,35100
Sutter,1962,36500
Sutter,1963,37500
Sutter,1964,38200
Sutter,1965,39100
Sutter,1966,40400
Sutter,1967,42900
Sutter,1968,41900
Sutter,1969,41700
Sutter,1970,42100
Sutter,1971,42900
Sutter,1972,43500
Sutter,1973,44800
Sutter,1974,45400
Sutter,1975,46400
Sutter,1976,48000
Sutter,1977,49000
Sutter,1978,50300
Sutter,1979,51700
Sutter,1980,52600
Sutter,1981,53900
Sutter,1982,55300
Sutter,1983,56900
Sutter,1984,56800
Sutter,1985,57800
Sutter,1986,58600
Sutter,1987,59900
Sutter,1988,61200
Sutter,1989,62400
Sutter,1990,64814
Sutter,1991,67518
Sutter,1992,69685
Sutter,1993,71476
Sutter,1994,72931
Sutter,1995,74167
Sutter,1996,74979
Sutter,1997,76420
Sutter,1998,76891
Sutter,1999,78034
Sutter,2000,79202
Sutter,2001,80240
Sutter,2002,81936
Sutter,2003,84108
Sutter,2004,86092
Sutter,2005,88106
Sutter,2006,90628
Sutter,2007,92502
Sutter,2008,93465
Sutter,2009,94372
Sutter,2010,94844
Sutter,2011,94528
Sutter,2012,94816
Sutter,2013,95909
Sutter,2014,95217
Sutter,2015,95844
Sutter,2016,96517
Sutter,2017,97771
Sutter,2018,99334
Sutter,2019,101046
Sutter,2020,99474
Sutter,2021,99020
Sutter,2022,98641
Sutter,2023,98151
Tehama,1947,17700
Tehama,1948,17500
Tehama,1949,18500
Tehama,1950,19200
Tehama,1951,18900
Tehama,1952,19300
Tehama,1953,19600
Tehama,1954,20200
Tehama,1955,20800
Tehama,1956,21500
Tehama,1957,22700
Tehama,1958,23800
Tehama,1959,24800
Tehama,1960,25500
Tehama,1961,26300
Tehama,1962,26900
Tehama,1963,27600
Tehama,1964,28100
Tehama,1965,28300
Tehama,1966,28700
Tehama,1967,28800
Tehama,1968,29000
Tehama,1969,29000
Tehama,1970,29600
Tehama,1971,30200
Tehama,1972,30500
Tehama,1973,31100
Tehama,1974,32100
Tehama,1975,32700
Tehama,1976,33400
Tehama,1977,34500
Tehama,1978,35800
Tehama,1979,37200
Tehama,1980,39100
Tehama,1981,40200
Tehama,1982,41200
Tehama,1983,42100
Tehama,1984,43000
Tehama,1985,44000
Tehama,1986,44600
Tehama,1987,45700
Tehama,1988,46900
Tehama,1989,48000
Tehama,1990,49866
Tehama,1991,51600
Tehama,1992,52769
Tehama,1993,53207
Tehama,1994,53827
Tehama,1995,54573
Tehama,1996,54642
Tehama,1997,55203
Tehama,1998,55364
Tehama,1999,55547
Tehama,2000,55832
Tehama,2001,56465
Tehama,2002,57281
Tehama,2003,58415
Tehama,2004,59493
Tehama,2005,60461
Tehama,2006,61542
Tehama,2007,62011
Tehama,2008,62720
Tehama,2009,63122
Tehama,2010,63386
Tehama,2011,63251
Tehama,2012,63192
Tehama,2013,63021
Tehama,2014,63161
Tehama,2015,63509
Tehama,2016,63999
Tehama,2017,64141
Tehama,2018,64568
Tehama,2019,65312
Tehama,2020,65847
Tehama,2021,65424
Tehama,2022,64993
Tehama,2023,64677
Trinity,1947,4300
Trinity,1948,5000
Trinity,1949,5100
Trinity,1950,5100
Trinity,1951,5400
Trinity,1952,5800
Trinity,1953,5800
Trinity,1954,6400
Trinity,1955,6800
Trinity,1956,7200
Trinity,1957,8000
Trinity,1958,8900
Trinity,1959,9300
Trinity,1960,9600
Trinity,1961,9000
Trinity,1962,8500
Trinity,1963,8400
Trinity,1964,8100
Trinity,1965,8000
Trinity,1966,8100
Trinity,1967,8100
Trinity,1968,7800
Trinity,1969,7600
Trinity,1970,7600
Trinity,1971,7900
Trinity,1972,8500
Trinity,1973,8900
Trinity,1974,9400
Trinity,1975,9800
Trinity,1976,10300
Trinity,1977,10700
Trinity,1978,11300
Trinity,1979,11700
Trinity,1980,12000
Trinity,1981,12300
Trinity,1982,12300
Trinity,1983,12400
Trinity,1984,12600
Trinity,1985,12800
Trinity,1986,12700
Trinity,1987,12600
Trinity,1988,13000
Trinity,1989,13000
Trinity,1990,13025
Trinity,1991,13091
Trinity,1992,13253
Trinity,1993,13356
Trinity,1994,13538
Trinity,1995,13477
Trinity,1996,13431
Trinity,1997,13262
Trinity,1998,13207
Trinity,1999,13048
Trinity,2000,12958
Trinity,2001,12963
Trinity,2002,13159
Trinity,2003,13388
Trinity,2004,13519
Trinity,2005,13789
Trinity,2006,13823
Trinity,2007,13787
Trinity,2008,13730
Trinity,2009,13771
Trinity,2010,13821
Trinity,2011,13877
Trinity,2012,13987
Trinity,2013,14058
Trinity,2014,14151
Trinity,2015,14228
Trinity,2016,14840
Trinity,2017,15498
Trinity,2018,15754
Trinity,2019,16054
Trinity,2020,16107
Trinity,2021,16009
Trinity,2022,15927
Trinity,2023,15870
Tulare,1947,146600
Tulare,1948,147600
Tulare,1949,146800
Tulare,1950,148400
Tulare,1951,146500
Tulare,1952,148500
Tulare,1953,149300
Tulare,1954,151100
Tulare,1955,154800
Tulare,1956,157300
Tulare,1957,160200
Tulare,1958,163500
Tulare,1959,166300
Tulare,1960,169400
Tulare,1961,172200
Tulare,1962,172400
Tulare,1963,174200
Tulare,1964,176000
Tulare,1965,178700
Tulare,1966,182000
Tulare,1967,183800
Tulare,1968,184400
Tulare,1969,185000
Tulare,1970,189400
Tulare,1971,195200
Tulare,1972,200500
Tulare,1973,204800
Tulare,1974,210300
Tulare,1975,216400
Tulare,1976,220500
Tulare,1977,227200
Tulare,1978,234000
Tulare,1979,240300
Tulare,1980,247400
Tulare,1981,254000
Tulare,1982,260200
Tulare,1983,267600
Tulare,1984,273800
Tulare,1985,280600
Tulare,1986,286600
Tulare,1987,292700
Tulare,1988,299200
Tulare,1989,304000
Tulare,1990,313115
Tulare,1991,323847
Tulare,1992,332167
Tulare,1993,338719
Tulare,1994,344244
Tulare,1995,350848
Tulare,1996,352969
Tulare,1997,357261
Tulare,1998,360065
Tulare,1999,364256
Tulare,2000,368805
Tulare,2001,374152
Tulare,2002,381194
Tulare,2003,390370
Tulare,2004,399913
Tulare,2005,408403
Tulare,2006,416092
Tulare,2007,423608
Tulare,2008,431471
Tulare,2009,438408
Tulare,2010,442343
Tulare,2011,447272
Tulare,2012,451114
Tulare,2013,453765
Tulare,2014,456558
Tulare,2015,459935
Tulare,2016,462223
Tulare,2017,465343
Tulare,2018,467656
Tulare,2019,470619
Tulare,2020,472757
Tulare,2021,474780
Tulare,2022,474861
Tulare,2023,474792
Tuolumne,1947,11800
Tuolumne,1948,12400
Tuolumne,1949,12700
Tuolumne,1950,12600
Tuolumne,1951,12700
Tuolumne,1952,12800
Tuolumne,1953,13000
Tuolumne,1954,13300
Tuolumne,1955,13700
Tuolumne,1956,14800
Tuolumne,1957,14600
Tuolumne,1958,14200
Tuolumne,1959,14500
Tuolumne,1960,14500
Tuolumne,1961,14900
Tuolumne,1962,15600
Tuolumne,1963,16000
Tuolumne,1964,17000
Tuolumne,1965,17800
Tuolumne,1966,19400
Tuolumne,1967,20300
Tuolumne,1968,20800
Tuolumne,1969,21600
Tuolumne,1970,22300
Tuolumne,1971,23000
Tuolumne,1972,23800
Tuolumne,1973,24700
Tuolumne,1974,25200
Tuolumne,1975,26600
Tuolumne,1976,26900
Tuolumne,1977,28700
Tuolumne,1978,30800
Tuolumne,1979,33000
Tuolumne,1980,34200
Tuolumne,1981,35300
Tuolumne,1982,36300
Tuolumne,1983,37300
Tuolumne,1984,38100
Tuolumne,1985,39900
Tuolumne,1986,41700
Tuolumne,1987,43900
Tuolumne,1988,45400
Tuolumne,1989,47000
Tuolumne,1990,48703
Tuolumne,1991,50428
Tuolumne,1992,51083
Tuolumne,1993,52222
Tuolumne,1994,52581
Tuolumne,1995,52220
Tuolumne,1996,52591
Tuolumne,1997,53330
Tuolumne,1998,53953
Tuolumne,1999,54115
Tuolumne,2000,54587
Tuolumne,2001,55326
Tuolumne,2002,55910
Tuolumne,2003,56442
Tuolumne,2004,56369
Tuolumne,2005,56452
Tuolumne,2006,56558
Tuolumne,2007,56133
Tuolumne,2008,56060
Tuolumne,2009,55258
Tuolumne,2010,55313
Tuolumne,2011,55353
Tuolumne,2012,54638
Tuolumne,2013,55321
Tuolumne,2014,55095
Tuolumne,2015,55104
Tuolumne,2016,55162
Tuolumne,2017,55032
Tuolumne,2018,55311
Tuolumne,2019,55316
Tuolumne,2020,55492
Tuolumne,2021,54690
Tuolumne,2022,53409
Tuolumne,2023,53387
Ventura,1947,104800
Ventura,1948,106800
Ventura,1949,110100
Ventura,1950,115600
Ventura,1951,124200
Ventura,1952,129400
Ventura,1953,135400
Ventura,1954,143100
Ventura,1955,149000
Ventura,1956,156200
Ventura,1957,165300
Ventura,1958,176100
Ventura,1959,188100
Ventura,1960,203100
Ventura,1961,218600
Ventura,1962,235700
Ventura,1963,258400
Ventura,1964,283000
Ventura,1965,311100
Ventura,1966,328100
Ventura,1967,341900
Ventura,1968,352800
Ventura,1969,368300
Ventura,1970,381400
Ventura,1971,394100
Ventura,1972,406300
Ventura,1973,417900
Ventura,1974,428300
Ventura,1975,440700
Ventura,1976,459000
Ventura,1977,476100
Ventura,1978,494900
Ventura,1979,510100
Ventura,1980,532200
Ventura,1981,544900
Ventura,1982,559500
Ventura,1983,572100
Ventura,1984,584200
Ventura,1985,596900
Ventura,1986,611200
Ventura,1987,627000
Ventura,1988,645000
Ventura,1989,662000
Ventura,1990,669093
Ventura,1991,676944
Ventura,1992,686299
Ventura,1993,693786
Ventura,1994,700581
Ventura,1995,705080
Ventura,1996,710462
Ventura,1997,721664
Ventura,1998,729107
Ventura,1999,742825
Ventura,2000,756902
Ventura,2001,768991
Ventura,2002,779894
Ventura,2003,789367
Ventura,2004,795046
Ventura,2005,796867
Ventura,2006,801225
Ventura,2007,805911
Ventura,2008,812028
Ventura,2009,818546
Ventura,2010,825009
Ventura,2011,832547
Ventura,2012,837333
Ventura,2013,842775
Ventura,2014,846966
Ventura,2015,850038
Ventura,2016,850227
Ventura,2017,849979
Ventura,2018,849523
Ventura,2019,845474
Ventura,2020,844214
Ventura,2021,837619
Ventura,2022,830434
Ventura,2023,825937
Yolo,1947,36800
Yolo,1948,37700
Yolo,1949,39000
Yolo,1950,40800
Yolo,1951,41800
Yolo,1952,44000
Yolo,1953,46700
Yolo,1954,49500
Yolo,1955,52400
Yolo,1956,55000
Yolo,1957,57900
Yolo,1958,60300
Yolo,1959,63400
Yolo,1960,66400
Yolo,1961,68900
Yolo,1962,71900
Yolo,1963,74900
Yolo,1964,77100
Yolo,1965,79900
Yolo,1966,82500
Yolo,1967,85600
Yolo,1968,86800
Yolo,1969,88500
Yolo,1970,92700
Yolo,1971,93600
Yolo,1972,95900
Yolo,1973,96800
Yolo,1974,98700
Yolo,1975,101700
Yolo,1976,106500
Yolo,1977,108100
Yolo,1978,109800
Yolo,1979,111600
Yolo,1980,113900
Yolo,1981,115000
Yolo,1982,117600
Yolo,1983,119000
Yolo,1984,120300
Yolo,1985,123500
Yolo,1986,125000
Yolo,1987,128200
Yolo,1988,132900
Yolo,1989,137100
Yolo,1990,141773
Yolo,1991,145890
Yolo,1992,148536
Yolo,1993,149527
Yolo,1994,151252
Yolo,1995,154603
Yolo,1996,156821
Yolo,1997,159806
Yolo,1998,161659
Yolo,1999,165332
Yolo,2000,169818
Yolo,2001,175102
Yolo,2002,179271
Yolo,2003,182331
Yolo,2004,185707
Yolo,2005,187354
Yolo,2006,190809
Yolo,2007,194854
Yolo,2008,197589
Yolo,2009,199697
Yolo,2010,202503
Yolo,2011,202754
Yolo,2012,205138
Yolo,2013,206723
Yolo,2014,207708
Yolo,2015,209893
Yolo,2016,213224
Yolo,2017,215072
Yolo,2018,216474
Yolo,2019,216073
Yolo,2020,217883
Yolo,2021,214339
Yolo,2022,221342
Yolo,2023,220381
Yuba,1947,24300
Yuba,1948,24700
Yuba,1949,24700
Yuba,1950,24300
Yuba,1951,25800
Yuba,1952,30100
Yuba,1953,31200
Yuba,1954,31700
Yuba,1955,33200
Yuba,1956,29500
Yuba,1957,29000
Yuba,1958,29900
Yuba,1959,31800
Yuba,1960,35100
Yuba,1961,37500
Yuba,1962,39800
Yuba,1963,40200
Yuba,1964,40200
Yuba,1965,41500
Yuba,1966,42600
Yuba,1967,42500
Yuba,1968,44700
Yuba,1969,45100
Yuba,1970,44400
Yuba,1971,45300
Yuba,1972,45300
Yuba,1973,44800
Yuba,1974,43800
Yuba,1975,45200
Yuba,1976,46700
Yuba,1977,47600
Yuba,1978,48700
Yuba,1979,49300
Yuba,1980,49800
Yuba,1981,49900
Yuba,1982,51100
Yuba,1983,51700
Yuba,1984,52300
Yuba,1985,53100
Yuba,1986,53600
Yuba,1987,54600
Yuba,1988,55800
Yuba,1989,56700
Yuba,1990,58581
Yuba,1991,60125
Yuba,1992,61333
Yuba,1993,61654
Yuba,1994,61957
Yuba,1995,61895
Yuba,1996,61614
Yuba,1997,62049
Yuba,1998,60776
Yuba,1999,60223
Yuba,2000,60334
Yuba,2001,61426
Yuba,2002,62738
Yuba,2003,63962
Yuba,2004,65249
Yuba,2005,67712
Yuba,2006,69218
Yuba,2007,70221
Yuba,2008,71422
Yuba,2009,71796
Yuba,2010,72408
Yuba,2011,73140
Yuba,2012,73721
Yuba,2013,74137
Yuba,2014,74877
Yuba,2015,75748
Yuba,2016,76782
Yuba,2017,78181
Yuba,2018,79043
Yuba,2019,80250
Yuba,2020,81919
Yuba,2021,82256
Yuba,2022,82667
Yuba,2023,83297
